,Observation ID,Date,Time,Troop,Observers,Location,Latitude ,Longitude,Rain Type,Land Use,Temperature,Cloud Cover,Wind,Wilderness,Den Type,Park Habitat,Troop Number,Complete Count?,Group Spread,Number juveniles/ Sub-Adults,# Pups,# Pregnant,Pregnant third,Identifiable Individuals,Number sick,Illness Rank,Description of Signs,Number injured,Description of Injuries,Feces,# Feces,Urine,Anal Gland Secr.,Comments,Mix,Troop Name,Split,Columna1,Columna2,Columna3,AM/PM,Time up,Not seen,Columna4
,WCW121216,12/12/2016,11:32,WCW,"Mike, Kabelo",,17.84162,25.08397,No Rain,National Park,-,85,Yes,Pristine,Termite mound,Capparis tomentosa shrub,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,
,CGL121216,12/12/2016,12:00,CGL,"Mike, Kabelo",,17.84121,25.07959,No Rain,National Park,-,85,Yes,Pristine,-,Capparis tomentosa shrub,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,
,CSL131216,12/13/2016,9:48,CSL,Mike,,17.80913,25.15261,No Rain,Urban,-,80,No,Slightly degraded,-,-,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,
,PLAT131216,12/13/2016,11:40,PLAT,Mike,,17.79826,25.15671,No Rain,Urban,-,70,No,Heavily degraded,-,-,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,
,DUMP131216,12/13/2016,13:00,DUMP,Mike,,17.79468,25.183,No Rain,Undeveloped,-,70,Yes,Slightly degraded,,-,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,
,SEF131216,12/13/2016,13:48,SEF,Mike,In forest behind sefalana,17.78978,25.17775,No Rain,Undeveloped,-,65,No,Slightly degraded,-,-,34,,40,,,,,Both collared individuals,7,"6,6,3,3,3,3,3","All thin, two very emaciated with swollen testes",,One collared individual injury to rear left leg,,,no,no,"Seven appear emaciated, can't get close enough to see nose through binos. 5 of the thin males have enlarged testes",,,,,,,,,,
,MOW131216,12/13/2016,14:16,MOW,Mike,In school property across from Mowana entrace,17.78578,25.166,No Rain,Urban,-,90,No,Buildings,Building Material,-,4,,40,,,,,,,,,,,,,no,no,"Only saw four including both collared individuals, followed for ~15 minutes. Not sure where rest of troop is.",,,,,,,,,,
,MOGO141216,12/14/2016,8:45,MOGO,Kabelo,Under deck of Old House,17.791882,25.156068,Light,Lodge,-,-,No,Buildings,-,-,9,,,,,,,1 orange and 1 blue eartag (must be from WA),,,,,,,,no,no,,1,WA/MOGO ,,,,,,,,
,WA141216,12/14/2016,14:49,WA,Kabelo,Near BTC/Builders World,17.796832,25.155754,No Rain,Urban,-,-,No,-,-,-,7,,-,1?,,,,None,,,,,,,,no,no,2 females look pregnant,,,,,,,,,,
,KWAL141216,12/14/2016,16:10,Kwalape,Kabelo,Soccer field near brigade (near Rob Price's house),17.796279),25.215246,No Rain,Urban,-,-,No,Slightly degraded,-,-,13,No,-,4,,,,,,,,,,,,no,no,,,,,,,,,,,
,WA141216B,12/14/2016,10:35,WA,Kabelo,In neighborhood behind KAZA offices,17.797638,25.154137,Light,Residential,-,-,No,Buildings,-,-,17,,-,,,,,,,,,,,,,no,no,,,,,,,,,,,
,MOW151216,12/15/2016,11:40,MOW,"Mike, Kabelo",At school across from Mowana,17.786293,25.165131,No Rain,Urban,-,20,No,Buildings,-,-,13,,-,4,,,,"Both radio collars, brown collar",,,,,,,,no,no,,,,,,,,,,,
,PLAT161216,12/16/2016,11:55,PLAT,"Mike, Kabelo",Behind apartment building,17.80029,25.15626,No Rain,Residential,-,60,Yes,Heavily degraded,-,-,33,No,20,11,,,,,,,,,,,,no,no,22(?) adults and 11 pups,,,,,,,,,,
,CCH191216,12/19/2016,14:30,CCH,"Mike, Kabelo, Lipa",In park near CCH pump by river,17.82645,25.134429,No Rain,National Park,-,90,No,Pristine,-,Capparis tomentosa shrub,6,,40,1,,,,,,,,,,,,no,no,Had to abandon following because of buffalo,,,,,,,,,,
,SDRF191216,12/19/2016,15:06,SDRF,"Mike, Kabelo, Lipa",,17.828159,25.126454,No Rain,National Park,-,85,No,Pristine,-,Capparis tomentosa shrub,15,,15,,,,,,2?,"6,3","1 very emaciated, another slightly thin",,,,,no,no,"One very emaciated, another slightly. No signal from collar",,,,,,,,,,
,WCE191216,12/19/2016,15:15,WCE,"Mike, Kabelo, Lipa",,-,-,No Rain,National Park,-,85,No,Pristine,-,Capparis tomentosa shrub,10,No,-,-,,,,-,1?,,,,,,,no,no,"One individual is noticably thin, collar signal is coming from termite mound about 100m from troop. Same mound as last week, worried collared individual may be dead in mound.",,,,,,,,,,
,WCW191216,12/19/2016,15:32,WCW,"Mike, Kabelo, Lipa",Just after turning left to head up to CGL,17.841672,25.084616,No Rain,National Park,-,90,No,Pristine,Termite mound,Capparis tomentosa shrub,1,No,-,-,,,,-,-,,,,,,,no,no,"One seen crossing road, signal from near termite mound but lions in area so did not follow further",,,,,,,,,,
,CGL191216,12/19/2016,15:45,CGL,"Mike, Kabelo, Lipa",Near main gate,17.841727,25.076267,No Rain,Lodge,-,85,No,Slightly degraded,-,-,15,No,-,6,,,,Collar,2?,,,,,,,no,no,Two look very thin,,,,,,,,,,
,DUMP201216,12/20/2016,8:03,DUMP,Kabelo,Crossing from Fire Department to Dump,17.790311,25.18229,No Rain,Urban,-,-,No,Heavily degraded,-,-,20,,-,3,,,,None,1,,,,,,,no,no,One thin individual,,,,,,,,,,
,MOGO211216,12/21/2016,11:15,MOGO,Kabelo,Crossing from Kgapamadhi to Old House,17.792082,25.156881,No Rain,Urban,-,-,Yes,Buildings,Building,-,17,,-,2,,,,"Red eartag (orange?), 2 green (blue?)",-,,,,,,,no,no,MOGO/WA mix?,1,WA/MOGO ,,,,,,,,
,MOW211216,12/21/2016,10:00,MOW,Kabelo,School,17.786206,25.165152,No Rain,Urban,-,-,No,Buildings,Building,-,19,,,4,,,,Both collared individuals,,,,,,,,no,no,,,,,,,,,,,
,CSL221216,12/22/2016,9:00,CSL,Kabelo,,-,-,No Rain,Undeveloped,-,-,No,Pristine,-,-,27,,,3,,,,,,,,,,,,no,no,,,,,,,,,,,
,DUMP221216,12/22/2016,9:35,DUMP,Kabelo,Chobe Farms,17.793232,25.18441,No Rain,Residential,-,-,No,Pristine,-,-,13,,,1,,,,None,1,4,Emaciated,,,,,no,no,,,,,,,,,,,
,FOR221216,12/22/2016,10:00,FOR,"Mike, Kabelo",,17.80079,25.14998,No Rain,Residential,-,50,No,Buildings,-,-,13,,-,-,,,,Right green ear/pink collar from CSL,,-,,,,,,no,no,2 appear pregnant,1,CSL/FOR,,,,,,,,
,SEF231216,12/23/2016,15:00,SEF,"Mike, Kabelo",Bidvest car rental lawn,17.78512,25.17178,No Rain,Undeveloped,-,15,No,Slightly degraded,-,-,21,No,,6,,,,One collar seen,,-,,,,,,no,no,counted 21 but could hear more in high grass of forest behind bidvest,,,,,,,,,,
,CSL271216,12/27/2016,15:48,CSL,Mike,CSL campsite,17.808203,25.145771,No Rain,Lodge,-,80,Yes,Buildings,-,-,30,No,-,>5,,,,"eartags-left red, left purple, right red, left yellow, plus radiocollar",,-,,,,,,no,no,,,,,,,,,,,
,FOR271216,12/27/2016,16:04,FOR,Mike,"Behind hospital, near to lipas aunts house",17.800955,25.150015,No Rain,Urban,-,80,Yes,Buildings,-,-,10,,-,-,,,,"Right green ear/pink collar from CSL, adult female with a blind eye",,-,,,,,,no,no,,,,,,,,,,,
,MOGO281216,12/28/2016,8:57,MOGO,Kabelo,Behind old house,17.791926,25.156438,No Rain,Lodge,-,-,No,Buildings,-,-,9,,-,-,,,,-,-,-,-,,,,,no,no,,,,,,,,,,,
,MOW281216,12/28/2016,9:04,MOW,Kabelo,School,17.78625,25.16514,Light,Urban,-,-,No,Buildings,Building,-,18,,,2,,,,Both collared individuals,,-,,,,,,no,no,,,,,,,,,,,
,BRG281216,12/28/2016,9:24,Bridgetown,Kabelo,Trash house at bridgetown,17.794148,25.2078,No Rain,Lodge,-,-,No,Buildings,-,-,16,,-,1,,,,1 with radio collar (DUMP) and one with red or orange collar (Kubu?),,-,,,,,,no,no,,,,,,,,,,,
,WA281216,12/28/2016,10:05,WA,Kabelo,Behind KAZA,17.79642,25.1542,No Rain,Residential,-,-,No,Buildings,-,-,15,,-,-,,,,One with red or orange ear tag,,-,,,,,,no,no,,,,,,,,,,,
,CSL281216,12/28/2016,10:35,CSL,Kabelo,Close to river at CSL,17.806715,25.145897,No Rain,Undeveloped,-,-,No,Slightly degraded,-,-,27,,-,4,,,,#VALUE!,,-,,,,,,no,no,,,,,,,,,,,
,MOW301216,12/30/2016,10:28,MOW,Kabelo,School,17.78625,25.16514,No Rain,Residential,-,-,No,Buildings,-,-,21,,-,4,,,,"1 with blue (?) collar, only one radio collar is giving a signal",,-,,,,,,no,no,,,,,,,,,,,
,MOGO301216,12/30/2016,10:45,MOGO,Kabelo,Spar parking lot area,17.795109,25.153211,No Rain,Urban,-,-,No,Buildings,-,-,9,No,-,1?,,,,"Orange eartag (WA?), blue eartag (could be MOGO or WA)",,-,,,,,,no,no,"May contain members of CSL, WA and/or MOGO",,,,,,,,,,
,CSL301216,12/30/2016,11:05,CSL,Kabelo,,17.806859,25.146944,No Rain,Lodge,-,-,No,Buildings,-,-,27,,-,5,,,,,,-,,,,,,no,no,,,,,,,,,,,
,MOW040117,1/4/2017,10:15,MOW,Kabelo,School,17.785627,25.165319,Light,Urban,-,-,No,Buildings,Building,-,21,,-,5,,,,both radio collars working,,-,,,,,,no,no,,,,,,,,,,,
,CSL040117,1/4/2017,11:20,CSL,Kabelo,Outside of Marina,17.802698,25.14829,No Rain,Urban,-,-,No,Buildings,-,-,27,,-,8,,,,,,-,,,,,,no,no,,,,,,,,,,,
,WA040117,1/4/2017,10:56,WA,Kabelo,Near water affairs,17.797546,25.152193,No Rain,Residential,-,-,No,Buildings,-,-,11,,-,1?,,,,2 orange ear tags,,-,,,,,,no,no,,,,,,,,,,,
,LIB060117,1/6/2017,10:16,LIB,Kabelo,Behind Kaza,-17.797434,25.153876,No Rain,Urban,-,-,No,Buildings,-,-,5,,-,-,,,,Blue collar (male),,-,,,,,,no,no,,,,,,,,,,,
,WPLA090117,1/9/2017,10:00,WPLA,Kabelo,BTC near Builders World,17.79661,25.155951,No Rain,Residential,-,-,No,Heavily degraded,-,-,4,No,-,-,,,,1 Female with radio collar (WA) and one male with radio collar (WPLA),,-,,,,,,no,no,,1,WPLAT/WA,,,,,,,,
,MOGO090117,1/9/2017,14:47,MOGO,Kabelo,Near Water Affairs,17.79805,25.151492,No Rain,Urban,-,-,No,Buildings,-,-,18,,-,4,,,,,,-,,,,,,no,no,,,,,,,,,,,
,FOR100117,1/10/2017,-,FOR,"Mike, Nate, Kabelo","Behind hospital, under storage containers",17.801325,25.150051,No Rain,Urban,-,50,No,Buildings,Building,-,12,,-,-,,,,-,,-,,,,,,no,no,"Collared one a female (left red eartag), Red collar from CSL is there",,,,,,,,,,
,KWAL110117,1/11/2017,-,KWA,"Mike, Kabelo, Nate",Nkanga lodge,17.79706,25.211356,No Rain,Lodge,-,50,No,Slightly degraded,Scrap Heap,-,16,No,-,>4,,,,None seen,,-,,,,,,no,no,"Collared two individuals, both males",,,,,,,,,,
,KUBU110117,1/11/2017,14:00,KUBU,"Mike, Nate, Kabelo",Kubu Horse Stables,17.797104,25.226816,No Rain,Lodge,-,60,No,Buildings,Building,-,8,No,-,-,,,,None seen,,-,,,,,,no,no,Collared two females (left green eartag and right purple),,,,,,,,,,
,KUBU120117,1/12/2017,-,KUBU,"Mike, Nate, Kabelo",Garage across from Kubu (Mike Franci's?),17.797829,25.228301,No Rain,Urban,-,70,No,Heavily degraded,Scrap Heap,-,15,No,-,None seen,,,,Both collared individuals,,-,,,,,,no,no,,,,,,,,,,,
,DUMP130117,1/13/2017,9:14,DUMP,Mike,Crossing from Chobe Farms into Dump,17.79328,25.18321,No Rain,Urban,-,85,No,Heavily degraded,-,-,8,No,,,,,,,,-,,,,,,no,no,Likely many more but tall grass prevented me from getting an accurate count,,,,,,,,,,
,WPLA130117,1/13/2017,8:55,WPLA,Kabelo,BTC near Builders World,17.796729,25.155711,-,Urban,-,-,No,Buildings,Scrap Heap,-,4,,-,-,,,,WPLA collar,,-,,,,,,no,no,,,,,,,,,,,
,MOGO130117,1/13/2017,14:55,MOGO,Kabelo,Water affairs,17.79805,25.151492,No Rain,Urban,-,-,No,Buildings,Building,-,19,,-,5,,,,"2 with radio collars (MOGO working, other is not….WA original?)",1,4,Emaciated,,,,,no,no,1 thin female,,,,,,,,,,
,WA160117,1/16/2017,15:45,WA,"Mike, Kabelo",Kghapamadi residence,17.79564,25.15705,No Rain,Residential,-,20,No,Heavily degraded,French Drain,-,3,No,-,-,,,,"R orange eartag + radiocllar (WPLA), L orange ear (WA)",,-,,,,,,no,no,Only three seen but many more could be heard in den,,,,,,,,,,
,KUBU160117,1/16/2017,16:10,KUBU,"Mike, Kabelo",Garage across from Kubu (Mike Franci's?),17.797829,25.228301,No Rain,Residential,-,-,No,Heavily degraded,Scrap Heap,-,5,,-,1,,,,-,,-,,,,,,no,no,More heard under scrap heap but not seen,,,,,,,,,,
,KUBU180117,1/18/2017,16:04,KUBU,"Mike, Kabelo",Horse stable ,17.797104,25.226816,No Rain,Lodge,-,80,Yes,Buildings,Building,-,4,No,-,-,,,,"Signal from both new collars is strong, old collared individual (BM28016) seen",,-,,,,,,no,no,Most individuals appear to be under stable,,,,,,,,,,
,FOR180117,1/18/2017,14:08,FOR,Kabelo,Behind hospital,17.801325,25.150051,No Rain,Urban,-,-,No,Buildings,Building,-,13,,-,2,,,,-,,-,,,,,,no,no,,,,,,,,,,,
,MOGO180117,1/18/2017,8:45,MOGO,Kabelo,Water affairs pump house,17.797816,25.151332,Light,Urban,-,-,No,Buildings,Building,-,19,,-,3,,,,Mogo radio collar,1,4,Emaciated,,,,,no,no,1 thin male,,,,,,,,,,
,MOW180117,1/18/2017,1:15,MOW,"Mike, Kabelo",School,17.785167,25.164303,Light,Residential,-,-,No,Buildings,Building,-,27,,-,4,,,,Radio collared individuals (2),,-,,,,,,no,no,School kids throwing rocks at them,,,,,,,,,,
,CSL190117,1/19/2017,10:10,CSL,"Mike, Kabelo",Near Mog's house parking lot,17.806531,25.146177,No Rain,Lodge,-,90,Yes,Heavily degraded,Building,-,31,,-,6,,,,"Right red ear, Right orange ear, Left green ear, Left orange ear, Left yellow ear",1,3,"Emaciated, slightly swollen nose",,,,,no,no,1 adult male appears very thin,,,,,,,,,,
,FOR190117,1/19/2017,10:40,FOR,"Mike, Kabelo",Transport office ,17.8018,25.15069,No Rain,Residential,-,90,Yes,Heavily degraded,Building,-,15,,-,4,,,,Left red (collar),1?,-,,,,,,no,no,"1 adult male may have swollen nose, body looks fine",,,,,,,,,,
,WA190117,1/19/2017,11:11,WA,"Mike, Kabelo",,17.79611,25.15763,No Rain,Residential,-,75,No,Heavily degraded,Culvert,-,5,No,-,-,,,,"R. Red eartag (WA), R. Orange eartag+radio (Western Plateau), Left orange eartag (WA), Non-working radio collar (WA?)",,-,,,,,,no,no,Appears that individuals from the western plateau troop and water affairs have merged into one troop,1,PLAT/WA,,,,,,,,
,CGL200117,1/20/2017,11:00,CGL,"Mike, Kabelo",Garage area,17.84245,25.0756,No Rain,Lodge,-,100,No,Buildings,Culvert,-,2,No,-,-,,,,None,-,-,-,-,-,-,,no,no,"Troop could be heard in den under the oil change ramp. We waited and saw two heads peak out, but didn't observe any others.",,,,,,,,,,
,WCE200117,1/20/2017,11:20,WCE,"Mike, Kabelo",Upper Water Cart road,17.83859,25.0992,No Rain,National Park,-,100,No,Pristine,-,-,16,,-,-,,,,-,0,-,-,-,-,-,,no,no,"One female looks pregnant, all appear healthy. Two ""groups"" foraging about 80m apart",,,,,,,,,,
,CCH200117,1/20/2017,11:46,CCH,"Mike, Kabelo",Around volleyball court,17.82789,25.13895,No Rain,National Park,-,100,No,Pristine,-,-,5,,-,1,,,,-,-,-,-,-,-,-,,no,no,"Saw 5 at edge of dense vegetation, signal coming from NP. Did not follow",,,,,,,,,,
,PLAT200117,1/20/2017,15:15,PLAT,"Mike, Kabelo, Lloyd",Inside pumphouse at water tank property,17.80151,25.15799,No Rain,Urban,-,90,No,Buildings,Building,-,3,No,-,>1,,,,,1?,-,-,-,-,-,,no,no,"Can hear pups in pumphouse, but cant see. One adult MAY have swollen  nose but hard to tell because he has been digging/foraging",,,,,,,,,,
,KUBU200117,1/20/2017,16:00,KUBU,"Mike, Kabelo, Lloyd",Horse stables,17.797135,25.226824,No Rain,Lodge,-,95,-,Buildings,Building,-,-,,-,-,,,,-,-,-,-,-,-,-,,no,no,"Set camera, strong signal in den but did not see any (can hear)",,,,,,,,,,
,MOGO200117,1/23/2017,10:32,MOGO,"Mike, Kabelo",Water Utilities storeroom,17.7978,25.151357,No Rain,Urban,-,-,No,Buildings,Building,-,15,No,-,5+,,,,"MOGO collar signal, did not see",0,-,-,-,-,-,,no,no,,,,,,,,,,,
,MOGO230117B,1/23/2017,11:57,MOGO,Kabelo,Water Utilities storeroom,17.7978,25.151357,No Rain,Urban,-,-,No,Buildings,Building,-,19,,-,4+,,,,MOGO collar,-,-,-,-,-,-,,no,no,"Pups very small, inside of storeroom (not leaving den).",,,,,,,,,,
,CCH260117,1/26/2017,15:48,CCH,Mike,Garage/Trash,17.827612,25.137903,No Rain,Lodge,-,20,No,Buildings,Building,-,3,No,-,-,,,,"Can hear many but only 3 poked head out, looked healthy",,-,,,,,,no,no,,,,,,,,,,,
,CCH270117,1/27/2017,13:00,CCH,"Mike, Nate",Garage/Trash,17.827612,25.137903,No Rain,Lodge,-,20,No,Heavily degraded,Building,-,17,No,-,-,,,,"1 adult male, very thin with swollen nose and swollen testes, collared individual",1,9,"Very swollen face, very emaciated",-,,,,no,no,,,,,,,,,,,
,CGL270117,1/27/2017,12:00,CGL,"Mike, Nate",Ryan Clemence's scrap piles,17.841385,25.075713,No Rain,Lodge,-,20,No,Heavily degraded,Scrap Heap,-,6,No,20,-,,,,-,-,-,-,-,-,-,,no,no,"Appear to be scattered, counted 6 but definitely more. Could not keep track because couldn't see more than 1-2 at a time",,,,,,,,,,
,LIB300117,1/30/2017,14:00,LIB,"Mike, Nate, Kabelo",Buildings world yard (across street),17.796635,25.155001,No Rain,Urban,-,60,No,Heavily degraded,Scrap Heap,-,10,No,30,-,,,,"Green or blue collar, we trapped and put radio collar on one",-,-,-,-,-,-,,no,no,None look sick,,,,,,,,,,
,FOR300117,1/30/2017,10:08,FOR,Kabelo,Marina Lodge,17.801292,25.148992,-,Urban,-,-,No,Heavily degraded,-,-,7,No,-,-,,,,"1 red collar, 1 radiocollar",-,-,-,-,-,-,,no,no,,,,,,,,,,,
,LIB010217,2/1/2017,12:00,LIB,Kabelo,Builders World,17.796458,25.155672,Light,Residential,-,-,-,Buildings,Building Material,-,7,,-,-,,,,-,-,-,,,,,,no,no,,,,,,,,,,,
,FOR020217,2/2/2017,10:44,FOR,"Mike, Kabelo",Marina Lodge,17.801734,25.148808,No Rain,Lodge,-,50,No,Buildings,Building,-,25,,20,10,,,,1 with injury to back left leg,-,-,-,-,-,-,,no,no,,,,,,,,,,,
,KUBU020217,2/2/2017,16:00,KUBU,"Mike, Kabelo",Near Aliboats,17.798435,25.230183,Light,Urban,-,60,Yes,Heavily degraded,-,-,20,No,15,-,,,,Both collars. In high grass so could not get a look at ear tags,,-,,,,,,no,no,In wooded area behind tin shop guy at corner,,,,,,,,,,
,SEF020217,2/2/2017,15:30,SEF,"Mike, Kabelo",At rocks,,,Light,Undeveloped,-,60,Yes,Slightly degraded,Rocks,-,20,No,20,>4,,,,"Male and Female collars, only Male collar is giving off signal",2+,6,Very thin,-,-,-,,no,no,,,,,,,,,,,
,CCH020217,2/2/2017,14:17,CCH,"Mike, Kabelo",wood pile along fence,17.827612,25.137988,No Rain,Lodge,-,50,No,Heavily degraded,Scrap Heap,-,20,No,30,-,,,,"1 pregnant, 1 sick",1,6,very thin,-,-,-,,no,no,"Day denning at woodpile, some foraging in trash",,,,,,,,,,
,PLAT020217,2/2/2017,14:50,PLAT,"Mike, Kabelo",Yard of private residence,17.803564,25.157949,Light,Residential,-,80,Yes,Buildings,-,-,35,No,20,15?,,,,Two with collars,-,-,,,,,,no,no,,,,,,,,,,,
,WA030217,2/3/2017,10:15,WA,"Mike, Kabelo",behind residence,17.794939,25.159362,Medium,Residential,-,90,No,Buildings,Scrap Heap,-,-,,-,-,,,,-,-,-,-,-,-,-,,no,no,"No count, mongoose were heard denning under scrap pile. Raining so none coming out",,,,,,,,,,
,MOGO030217,2/3/2017,10:32,MOGO,"Mike, Kabelo",Building materials,17.795069,25.153818,Medium,Urban,-,100,No,Heavily degraded,Building Material,-,-,,-,-,,,,-,-,-,-,-,-,-,,no,no,"Mongoose heard under materials, only saw one nose peak out.",,,,,,,,,,
,MOW030217,2/3/2017,11:00,MOW,"Mike, Kabelo",Store room at secondary school,17.78622,25.165167,Medium,Urban,-,100,No,Buildings,Building,-,-,,-,-,,,,-,-,-,-,-,-,-,,no,no,"Heard and smelled in storeroom, didn't see any",,,,,,,,,,
,LIB060217,2/6/2017,15:48,LIB,Mike,Path between BTC and Builders World,27.796361,25.155764,No Rain,Urban,-,90,No,Buildings,-,-,10,No,-,-,,,,"Green or blue collar, Radio collar",-,-,-,-,-,-,,no,no,,,,,,,,,,,
,SEF060217,2/6/2017,16:12,SEF,"Mike, Kabelo",Near rocks in forest,17.78869,25.17656,No Rain,Undeveloped,-,60,No,Slightly degraded,-,-,20,No,60,-,,,,-,5?,-,-,-,-,-,,no,no,"A number of individuals look very thin, hard to observe due to high grass",,,,,,,,,,
,CSL060217,2/6/2017,16:50,CSL,"Mike, Kabelo",Near garage,17.806752,25.147038,No Rain,Lodge,-,90,No,Buildings,Building Material,-,27,No,20,>4,,,,"Orange collar/left red ear, right red ear, right orange ear, Left yellow ear",1?,5,"Swollen nose, somewhat thin",-,-,-,,no,no,"1 with very swollen nose, emplyee says one with ""blister"" on back left leg--we could not find it",,,,,,,,,,
,FOR070217,2/7/2017,14:15,FOR,Mike,Marina Lodge,17.801742,25.148832,No Rain,Lodge,-,10,No,Buildings,Cement Path,-,10,No,8,-,,,,"R. green eartag/red collar, radio collar, 1 looks thin (nose looks fine)",1?,2,1 thin…nose looks fine and behavior normal,-,-,-,,no,no,"1 may look thin, others look healthy",,,,,,,,,,
,CCH070217,2/7/2017,14:48,CCH,Mike,Trash,17.827612,25.137903,No Rain,Lodge,-,10,No,Buildings,Building,-,20,No,20,-,,,,2 sick,2,5,both thin with swollen noses,-,-,-,,no,no,"Hard to observe, a few foraging but most in day den",,,,,,,,,,
,CSL070217,2/7/2017,15:40,CSL,"Mike, Kabelo",Near chalets,17.80648,25.14616,No Rain,Lodge,-,20,No,Heavily degraded,Scrap Heap,-,37,,-,17,,,,"R. red eartag, Left yellow eartag",2,"5, 4","One with swollen nose, one very thin",-,-,-,,no,no,12 pups look very young,,,,,,,,,,
,LIB090217,2/9/2017,16:06,LIB,"Mike, Kabelo","Residence, foraging behind pit latrine",17.79616,25.15634,No Rain,Residential,-,40,No,Heavily degraded,-,-,8,,10,2,,,,Green collar,-,-,-,-,-,-,,no,no,All look healthy,,,,,,,,,,
,CSL090217,2/9/2017,15:40,CSL,"Mike, Kabelo",Scrap pile by chalet,17.80648,25.14616,No Rain,Lodge,-,20,No,Heavily degraded,Scrap Heap,-,37,,25,17,,,,"L. Yellow, radio collar",2,5,"one with swollen nose, one very thin",0,-,-,,no,no,"12 of the juveniles are a few months old, 5 are new born",,,,,,,,,,
,SEF100217,2/10/2017,13:00,SEF,Mike,Behind Bidvest,,,No Rain,Undeveloped,-,50,No,Slightly degraded,-,-,30,,30,-,,,,F. radio collar,5,4,Emaciation…can't get close enough to see anything more,,,,,,,,,,,,,,,,,
,FOR100217,2/10/2017,17:00,FOR,Mike,Transport office ,17.80177,25.15061,No Rain,Urban,-,-,No,Heavily degraded,Building,-,17,,20,5,,,,"Radio Collar, Red collar/right green ear",-,-,-,-,-,-,,no,no,All look healthy,,,,,,,,,,
,FOR130217,2/13/2017,10:58,FOR,Kabelo,Transport office ,17.80177,25.15061,No Rain,Urban,-,50,No,Heavily degraded,Building,-,24,,20,12,,,,"Radiocollar, non-working radio collar (could this be old mogo?), Red collar/green ear",-,-,-,-,-,-,,no,no,,,,,,,,,,,
,PLAT130217,2/13/2017,10:16,PLAT,Mike,Residences,17.80275,25.15561,No Rain,Residential,-,10,No,Heavily degraded,-,-,25,,80,>6,,,,Radio collar,-,-,-,-,-,-,,no,no,"All look healthy, very scattered in yards foraging",,,,,,,,,,
,MOW130217,2/13/2017,11:22,MOW,Mike,Signal from bushes just inside of main entrance,,,No Rain,Lodge,-,15,No,Slightly degraded,-,-,-,,-,-,,,,-,-,-,-,-,-,-,,-,-,,,,,,,,,,,
,KWA130217,2/13/2017,9:44,KWA,Mike,"Under pile of power line poles, scattered south into reserve",17.79683,25.209908,No Rain,Urban,-,10,No,Slightly degraded,Building Material,-,20,No,10,-,,,,-,-,-,-,-,-,-,,no,no,Could not get good observation because they scattered into tall grass when I approached,,,,,,,,,,
,CCH170217,2/17/2017,11:00,CCH,"Mike, Kabelo",under pile of wood poles near fence,17.8274,25.13809,No Rain,Lodge,-,90,No,Heavily degraded,Building Material,-,10,No,40,4,,,,radio collar,-,-,Did not see any sick individuals,-,-,-,,no,no,Could not find either sick individual,,,,,,,,,,
,CSL170217,2/17/2017,11:33,CSL,"Mike, Kabelo", near campsite,17.80839,25.14561,No Rain,Lodge,-,85,No,Heavily degraded,Building,-,40,No,30,15?,,,,"L. Yellow, R. red",One sick individual seen,2,thin,-,-,-,,no,no,A bunch of small pups running around,,,,,,,,,,
,FOR170217,2/17/2017,12:15,FOR,Kabelo,Marina Lodge,17.801292,25.148992,No Rain,Lodge,-,80,No,Heavily degraded,-,-,20,,-,5,,,,"Collar, Green ear/pink collar",0,-,-,-,-,Yes,,-,-,,,,,,,,,,,
,SEF170217,2/17/2017,13:00,SEF,"Mike, Kabelo",Rocks,,,No Rain,Undeveloped,-,80,No,Heavily degraded,Rocks,-,20,,25,6,,,,Both collars. ,4,4,Emaciation.,1,-,-,,-,-,,,,,,,,,,,
,MOGO170217,2/17/2017,15:49,MOGO,Kabelo,Moving from apartments to RAC,17.80068,25.15205,No Rain,Urban,-,100,Yes,Heavily degraded,Scrap Heap,-,25,,50,5,,,,Old Mogo Collar,,-,,,,,,,,,,,,,,,,,,
,CSL190217,2/19/2017,17:45,CSL,Mike,Labor,17.80397,25.148319,No Rain,Lodge,-,65,No,Heavily degraded,Scrap Heap,-,20,,10,-,,,,R. Red eartag,-,-,-,-,-,-,,-,-,Brought abandoned pup back to troop,,,,,,,,,,
,PLAT200217,2/20/2017,11:00,PLAT,"Mike, Kabelo",Plateau residence,17.80012,25.15734,No Rain,Residential,-,60,No,Heavily degraded,-,-,39,,30,16,,,,Radio collar,1?,3,Adult male looks a bit thin,-,-,Yes,,-,-,"All foraging in residence lawns, 1 AM looks thin, may be sick",,,,,,,,,,
,KWA210217,2/21/2017,9:37,KWA,Mike,Clear cut on top of hill behind Winga,17.80041,25.20989,No Rain,Undeveloped,-,100,No,Heavily degraded,-,-,22,,-,12,,,,"R. orange, 148.740",0,-,-,-,-,-,,-,-,,,,,,,,,,,
,CCH210217,2/21/2017,13:28,CCH,Mike,At trash,17.8274,25.13809,No Rain,Lodge,-,78,No,Buildings,-,-,20,,25,10,,,,Radiocollar,,-,,,,,,,,,,,,,,,,,,
